ref,name,type,category_slugs,primary_pincode,description_en,description_ta,description_hi,address,state,district,pincode,lat,lng,coverage_pincodes,vertical_slug,product_name,specs_json,product_category,milk_type,fat_percent,pack_size,price_display
vend8,"Sri Lakshmi Milk Supply, Peelamedu",vendor,dairy,641012,Local dairy supplier serving Peelamedu with fresh cow milk and buffalo milk on a daily delivery route.,Peelamedu பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Peelamedu क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Thadagam Road, Peelamedu",,,641012,,,641012;641021;641001,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
vend9,"Sri Karpagam Milk Supply, Ondipudur",vendor,dairy,641015,"Sri Karpagam Milk Supply, Ondipudur runs a home delivery milk service covering Ondipudur and the surrounding streets.",Ondipudur மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Ondipudur और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Marudhamalai Road, Ondipudur",,,641015,,,641015,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
vend10,"Senthil Milk Supply, Rathinapuri",vendor,dairy,641018,"Senthil Milk Supply, Rathinapuri supplies fresh cow and buffalo milk to homes around Rathinapuri, with daily morning doorstep delivery.",Rathinapuri பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Rathinapuri के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Bharathiar Road, Rathinapuri",,,641018,,,641018;641035;641001,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
vend11,"Arun Milk Supply, Kuniyamuthur",vendor,dairy,641021,A neighbourhood milk vendor in Kuniyamuthur offering doorstep delivery of fresh milk across nearby pincodes.,Kuniyamuthur பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Kuniyamuthur में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Perur Main Road, Kuniyamuthur",,,641021,,,641021;641001,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
vend12,"Sri Vetri Milk Supply, Ukkadam",vendor,dairy,641025,"Sri Vetri Milk Supply, Ukkadam provides a daily fresh milk supply to households in and around Ukkadam.",Ukkadam மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Ukkadam और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Kamarajar Road, Ukkadam",,,641025,,,641025;641041;641001,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
vend13,"Bharathi Milk Supply, Podanur",vendor,dairy,641035,Local dairy supplier serving Podanur with fresh cow milk and buffalo milk on a daily delivery route.,Podanur பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Podanur क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Sanganoor Road, Podanur",,,641035,,,641035,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Sri Ganga Milk Supply, Kavundampalayam",vendor,dairy,641037,"Sri Ganga Milk Supply, Kavundampalayam runs a home delivery milk service covering Kavundampalayam and the surrounding streets.",Kavundampalayam மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Kavundampalayam और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Vilankurichi Road, Kavundampalayam",,,641037,,,641037;641046;641001,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Nandhini Milk Supply, Thudiyalur",vendor,dairy,641041,"Nandhini Milk Supply, Thudiyalur supplies fresh cow and buffalo milk to homes around Thudiyalur, with daily morning doorstep delivery.",Thudiyalur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Thudiyalur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Race Course Road, Thudiyalur",,,641041,,,641041,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Selvam Milk Supply, Vadavalli",vendor,dairy,641045,A neighbourhood milk vendor in Vadavalli offering doorstep delivery of fresh milk across nearby pincodes.,Vadavalli பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Vadavalli में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Dr Nanjappa Road, Vadavalli",,,641045,,,641045;641062,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Vijay Milk Supply, Maruthamalai",vendor,dairy,641046,"Vijay Milk Supply, Maruthamalai provides a daily fresh milk supply to households in and around Maruthamalai.",Maruthamalai மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Maruthamalai और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Trichy Road, Maruthamalai",,,641046,,,641046,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Ram Milk Supply, Saravanampatti",vendor,dairy,641048,Local dairy supplier serving Saravanampatti with fresh cow milk and buffalo milk on a daily delivery route.,Saravanampatti பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Saravanampatti क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Avinashi Road, Saravanampatti",,,641048,,,641048;641107,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Kaveri Milk Supply, Nava India",vendor,dairy,641062,"Kaveri Milk Supply, Nava India runs a home delivery milk service covering Nava India and the surrounding streets.",Nava India மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Nava India और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Mettupalayam Road, Nava India",,,641062,,,641062;641001,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Sri Balaji Fresh Milk Centre, Perur",vendor,dairy,641103,"Sri Balaji Fresh Milk Centre, Perur supplies fresh cow and buffalo milk to homes around Perur, with daily morning doorstep delivery.",Perur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Perur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Sathy Road, Perur",,,641103,,,641103;641202,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Sri Amman Fresh Milk Centre, Vellakinar",vendor,dairy,641107,A neighbourhood milk vendor in Vellakinar offering doorstep delivery of fresh milk across nearby pincodes.,Vellakinar பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Vellakinar में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Cross Cut Road, Vellakinar",,,641107,,,641107,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Murugan Fresh Milk Centre, Thondamuthur",vendor,dairy,641114,"Sri Murugan Fresh Milk Centre, Thondamuthur provides a daily fresh milk supply to households in and around Thondamuthur.",Thondamuthur மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Thondamuthur और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Big Bazaar Street, Thondamuthur",,,641114,,,641114;641402,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Saibaba Fresh Milk Centre, Kinathukadavu",vendor,dairy,641202,Local dairy supplier serving Kinathukadavu with fresh cow milk and buffalo milk on a daily delivery route.,Kinathukadavu பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Kinathukadavu क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Sungam Bypass, Kinathukadavu",,,641202,,,641202,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Vinayaga Fresh Milk Centre, Mettupalayam",vendor,dairy,641301,"Sri Vinayaga Fresh Milk Centre, Mettupalayam runs a home delivery milk service covering Mettupalayam and the surrounding streets.",Mettupalayam மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Mettupalayam और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Pollachi Main Road, Mettupalayam",,,641301,,,641301;642002,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Annapoorna Fresh Milk Centre, Sulur",vendor,dairy,641402,"Annapoorna Fresh Milk Centre, Sulur supplies fresh cow and buffalo milk to homes around Sulur, with daily morning doorstep delivery.",Sulur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Sulur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Thadagam Road, Sulur",,,641402,,,641402,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Kongu Fresh Milk Centre, Pollachi",vendor,dairy,642001,A neighbourhood milk vendor in Pollachi offering doorstep delivery of fresh milk across nearby pincodes.,Pollachi பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Pollachi में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Marudhamalai Road, Pollachi",,,642001,,,642001;642127,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Velan Fresh Milk Centre, Pollachi East",vendor,dairy,642002,"Velan Fresh Milk Centre, Pollachi East provides a daily fresh milk supply to households in and around Pollachi East.",Pollachi East மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Pollachi East और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Bharathiar Road, Pollachi East",,,642002,,,642002,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Lakshmi Fresh Milk Centre, Valparai",vendor,dairy,642126,Local dairy supplier serving Valparai with fresh cow milk and buffalo milk on a daily delivery route.,Valparai பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Valparai क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Perur Main Road, Valparai",,,642126,,,642126;638051,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Sri Karpagam Fresh Milk Centre, Valparai Town",vendor,dairy,642127,"Sri Karpagam Fresh Milk Centre, Valparai Town runs a home delivery milk service covering Valparai Town and the surrounding streets.",Valparai Town மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Valparai Town और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Kamarajar Road, Valparai Town",,,642127,,,642127,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Senthil Fresh Milk Centre, Tiruppur",vendor,dairy,641604,"Senthil Fresh Milk Centre, Tiruppur supplies fresh cow and buffalo milk to homes around Tiruppur, with daily morning doorstep delivery.",Tiruppur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Tiruppur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Sanganoor Road, Tiruppur",,Tiruppur,641604,,,641604;641002,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Arun Fresh Milk Centre, Palladam",vendor,dairy,638051,A neighbourhood milk vendor in Palladam offering doorstep delivery of fresh milk across nearby pincodes.,Palladam பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Palladam में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Vilankurichi Road, Palladam",,Tiruppur,638051,,,638051,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Sri Vetri Fresh Milk Centre, Town Hall",vendor,dairy,641001,"Sri Vetri Fresh Milk Centre, Town Hall provides a daily fresh milk supply to households in and around Town Hall.",Town Hall மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Town Hall और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Race Course Road, Town Hall",,,641001,,,641001;641005,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Bharathi Fresh Milk Centre, Ram Nagar",vendor,dairy,641002,Local dairy supplier serving Ram Nagar with fresh cow milk and buffalo milk on a daily delivery route.,Ram Nagar பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Ram Nagar क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Dr Nanjappa Road, Ram Nagar",,,641002,,,641002;641001,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Ganga Fresh Milk Centre, R.S. Puram",vendor,dairy,641004,"Sri Ganga Fresh Milk Centre, R.S. Puram runs a home delivery milk service covering R.S. Puram and the surrounding streets.",R.S. Puram மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,R.S. Puram और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Trichy Road, R.S. Puram",,,641004,,,641004;641007;641001,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Nandhini Fresh Milk Centre, Singanallur",vendor,dairy,641005,"Nandhini Fresh Milk Centre, Singanallur supplies fresh cow and buffalo milk to homes around Singanallur, with daily morning doorstep delivery.",Singanallur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Singanallur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Avinashi Road, Singanallur",,,641005,,,641005;641001,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Selvam Fresh Milk Centre, Ramanathapuram",vendor,dairy,641006,A neighbourhood milk vendor in Ramanathapuram offering doorstep delivery of fresh milk across nearby pincodes.,Ramanathapuram பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Ramanathapuram में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Mettupalayam Road, Ramanathapuram",,,641006,,,641006;641011;641001,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Vijay Fresh Milk Centre, Uppilipalayam",vendor,dairy,641007,"Vijay Fresh Milk Centre, Uppilipalayam provides a daily fresh milk supply to households in and around Uppilipalayam.",Uppilipalayam மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Uppilipalayam और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Sathy Road, Uppilipalayam",,,641007,,,641007;641001,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Sri Ram Fresh Milk Centre, Gandhipuram",vendor,dairy,641009,Local dairy supplier serving Gandhipuram with fresh cow milk and buffalo milk on a daily delivery route.,Gandhipuram பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Gandhipuram क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Cross Cut Road, Gandhipuram",,,641009,,,641009;641015;641001,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Kaveri Fresh Milk Centre, Ganapathy",vendor,dairy,641011,"Kaveri Fresh Milk Centre, Ganapathy runs a home delivery milk service covering Ganapathy and the surrounding streets.",Ganapathy மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Ganapathy और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Big Bazaar Street, Ganapathy",,,641011,,,641011;641001,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Balaji Dairy, Peelamedu",vendor,dairy,641012,"Sri Balaji Dairy, Peelamedu supplies fresh cow and buffalo milk to homes around Peelamedu, with daily morning doorstep delivery.",Peelamedu பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Peelamedu के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Sungam Bypass, Peelamedu",,,641012,,,641012;641021;641001,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Sri Amman Dairy, Ondipudur",vendor,dairy,641015,A neighbourhood milk vendor in Ondipudur offering doorstep delivery of fresh milk across nearby pincodes.,Ondipudur பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Ondipudur में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Pollachi Main Road, Ondipudur",,,641015,,,641015,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Murugan Dairy, Rathinapuri",vendor,dairy,641018,"Sri Murugan Dairy, Rathinapuri provides a daily fresh milk supply to households in and around Rathinapuri.",Rathinapuri மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Rathinapuri और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Thadagam Road, Rathinapuri",,,641018,,,641018;641035;641001,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Saibaba Dairy, Kuniyamuthur",vendor,dairy,641021,Local dairy supplier serving Kuniyamuthur with fresh cow milk and buffalo milk on a daily delivery route.,Kuniyamuthur பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Kuniyamuthur क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Marudhamalai Road, Kuniyamuthur",,,641021,,,641021;641001,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Sri Vinayaga Dairy, Ukkadam",vendor,dairy,641025,"Sri Vinayaga Dairy, Ukkadam runs a home delivery milk service covering Ukkadam and the surrounding streets.",Ukkadam மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Ukkadam और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Bharathiar Road, Ukkadam",,,641025,,,641025;641041;641001,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Annapoorna Dairy, Podanur",vendor,dairy,641035,"Annapoorna Dairy, Podanur supplies fresh cow and buffalo milk to homes around Podanur, with daily morning doorstep delivery.",Podanur பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Podanur के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Perur Main Road, Podanur",,,641035,,,641035,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Kongu Dairy, Kavundampalayam",vendor,dairy,641037,A neighbourhood milk vendor in Kavundampalayam offering doorstep delivery of fresh milk across nearby pincodes.,Kavundampalayam பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Kavundampalayam में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Kamarajar Road, Kavundampalayam",,,641037,,,641037;641046;641001,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Velan Dairy, Thudiyalur",vendor,dairy,641041,"Velan Dairy, Thudiyalur provides a daily fresh milk supply to households in and around Thudiyalur.",Thudiyalur மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Thudiyalur और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Sanganoor Road, Thudiyalur",,,641041,,,641041,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Lakshmi Dairy, Vadavalli",vendor,dairy,641045,Local dairy supplier serving Vadavalli with fresh cow milk and buffalo milk on a daily delivery route.,Vadavalli பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Vadavalli क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Vilankurichi Road, Vadavalli",,,641045,,,641045;641062,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
,"Sri Karpagam Dairy, Maruthamalai",vendor,dairy,641046,"Sri Karpagam Dairy, Maruthamalai runs a home delivery milk service covering Maruthamalai and the surrounding streets.",Maruthamalai மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Maruthamalai और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Race Course Road, Maruthamalai",,,641046,,,641046,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
,"Senthil Dairy, Saravanampatti",vendor,dairy,641048,"Senthil Dairy, Saravanampatti supplies fresh cow and buffalo milk to homes around Saravanampatti, with daily morning doorstep delivery.",Saravanampatti பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Saravanampatti के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Dr Nanjappa Road, Saravanampatti",,,641048,,,641048;641107,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
,"Arun Dairy, Nava India",vendor,dairy,641062,A neighbourhood milk vendor in Nava India offering doorstep delivery of fresh milk across nearby pincodes.,Nava India பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Nava India में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Trichy Road, Nava India",,,641062,,,641062;641001,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
,"Sri Vetri Dairy, Perur",vendor,dairy,641103,"Sri Vetri Dairy, Perur provides a daily fresh milk supply to households in and around Perur.",Perur மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Perur और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Avinashi Road, Perur",,,641103,,,641103;641202,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
,"Bharathi Dairy, Vellakinar",vendor,dairy,641107,Local dairy supplier serving Vellakinar with fresh cow milk and buffalo milk on a daily delivery route.,Vellakinar பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Vellakinar क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Mettupalayam Road, Vellakinar",,,641107,,,641107,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
,"Sri Ganga Dairy, Thondamuthur",vendor,dairy,641114,"Sri Ganga Dairy, Thondamuthur runs a home delivery milk service covering Thondamuthur and the surrounding streets.",Thondamuthur மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Thondamuthur और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Sathy Road, Thondamuthur",,,641114,,,641114;641402,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
